,adjusted_net_yards_per_attempt_index,adjusted_net_yards_per_pass_attempt,adjusted_yards_per_attempt,adjusted_yards_per_attempt_index,all_purpose_yards,approximate_value,assists_on_tackles,attempted_passes,birth_date,blocked_punts,catch_percentage,completed_passes,completion_percentage_index,espn_qbr,extra_point_percentage,extra_points_attempted,extra_points_made,field_goal_percentage,field_goals_attempted,field_goals_made,fifty_plus_yard_field_goal_attempts,fifty_plus_yard_field_goals_made,fourth_quarter_comebacks,fourty_to_fourty_nine_yard_field_goal_attempts,fourty_to_fourty_nine_yard_field_goals_made,fumbles,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,game_winning_drives,games,games_started,height,interception_percentage,interception_percentage_index,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdown,kickoff_return_yards,kickoff_returns,less_than_nineteen_yards_field_goal_attempts,less_than_nineteen_yards_field_goals_made,longest_field_goal_made,longest_interception_return,longest_kickoff_return,longest_pass,longest_punt,longest_punt_return,longest_reception,longest_rush,name,net_yards_per_attempt_index,net_yards_per_pass_attempt,passer_rating_index,passes_defended,passing_completion,passing_touchdown_percentage,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,position,punt_return_touchdown,punt_return_yards,punt_returns,punts,qb_record,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_game,receiving_yards_per_reception,receptions,receptions_per_game,rush_attempts,rush_attempts_per_game,rush_touchdowns,rush_yards,rush_yards_per_attempt,rush_yards_per_game,rushing_and_receiving_touchdowns,sack_percentage,sack_percentage_index,sacks,safeties,season,tackles,team_abbreviation,thirty_to_thirty_nine_yard_field_goal_attempts,thirty_to_thirty_nine_yard_field_goals_made,times_pass_target,times_sacked,total_punt_yards,touchdown_percentage_index,touches,twenty_to_twenty_nine_yard_field_goal_attempts,twenty_to_twenty_nine_yard_field_goals_made,weight,yards_from_scrimmage,yards_lost_to_sacks,yards_per_attempt_index,yards_per_completed_pass,yards_per_game_played,yards_per_kickoff_return,yards_per_punt,yards_per_punt_return,yards_per_touch,yards_recovered_from_fumble,yards_returned_from_interception
Career,,0.0,0.0,,,154.0,,1.0,1975-06-18,,,0.0,,,,,,,,,,,,,,2.0,0.0,11.0,-3.0,,211.0,202.0,6-2,0.0,,,,0.0,,,,,,,,,0.0,,,,,Jeff Saturday,,0.0,,,0.0,0.0,0.0,0.0,0.0,SatuJe55,,,,,,,39.6,,,,,,,,,,,,,,,,0.0,,Career,,,,,,0.0,,,,,,295,,0.0,,,0.0,,,,,-3.0,
Career,,,,,,0.0,2.0,,1994-05-01,,58.3,,,,,,,,,,,,,,,0,,,,,32.0,1.0,6-5,,,,,,,,,,,,,,,,,17,,Eric Saubert,,,,,,,,,,SaubEr00,,,,,,,,0,69,2.2,9.9,7,0.2,,,,,,,0,,,0.0,,Career,2.0,,,,12,,,,7,,,253,69,,,,,,,,9.9,,
Career,,,,,271,0.0,0,,1992-09-30,,100.0,,,,,,,,,,,,,,,2,0,1,0,,15.0,,5-9,,,,,,0.0,139.0,3.0,,,,,99.0,,,32.0,7,,Jalen Saunders,,,,,,,,,,SaunJa00,,0.0,125.0,15.0,,,,0,7,0.5,7.0,1,0.1,,,,,,,0,,,0.0,,Career,1,,,,1,,,,1,,,165,7,,,,,46.3,,8.3,7.0,0,
Career,,,,,,0.0,1.0,,1989-01-16,,43.5,,,,,,,,,,,,,,,0,,,,,34.0,11.0,6-5,,,,,,,,,,,,,,,,,18,,Weslye Saunders,,,,,,,,,,SaunWe00,,,,,,,,1,90,2.6,9.0,10,0.3,,,,,,,1,,,0.0,,Career,3.0,,,,23.0,,,,10,,,270,90,,,,,,,,9.0,,
Career,,,,,995,1.0,0.0,,1985-02-15,,69.2,,,,,,,,,,,,,,,1,0.0,0.0,0.0,,13.0,,5-8,,,,,,0,793,34,,,,,59,,,19,12,11,Dantrell Savage,,,,,,,,,,SavaDa20,,0,53,14,,,,0,51,3.9,5.7,9,0.7,25,1.9,0,98,3.9,7.5,0,,,0.0,,Career,4.0,,,,13,,,,34,,,187,149,,,,,23.3,,3.8,4.4,0.0,
Career,,,,,,0.0,5.0,,1980-09-28,,,,,,,,,,,,,,,,,,,,,,16.0,,6-4,,,,,,,,,,,,,,,,,,,Josh Savage,,,,,,,,,,SavaJo20,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,2.0,,,,,,,,,,,276,,,,,,,,,,,
Career,,4.63,5.7,,,4.0,,315,1990-04-26,,,181,,,,,,,,,,,3.0,,,11,0,1,-8,3.0,13.0,9.0,6-4,2.2,,,,7,,,,,,,,,57,,,,11,Tom Savage,,5.26,,,57.5,1.6,5,2000,6.3,SavaTo00,,,,,,2-7-0,72.5,,,,,,,16,1.2,0,8,0.5,0.6,0,,,0.0,,Career,,,,,,27,,,16,,,230,8,200,,11.0,153.8,,,,0.5,-8,
Career,,,,,2460.0,22.0,,,1981-01-06,,63.4,,,,,,,,,,,,,,,7,0.0,1.0,0.0,,90.0,62.0,6-3,,,,,,0.0,64.0,4.0,,,,,18.0,,,,44,13.0,Bo Scaife,,,,,,,,,,ScaiBo00,,,,,,,,12,2383,26.5,9.5,251,2.8,1.0,0.0,1.0,13.0,13.0,0.1,13,,,0.0,,Career,,,,,396,,,,252,,,249,2396,,,,,16.0,,,9.5,0.0,
Career,,,,,,3.0,0.0,,1988-02-11,,,,,,,,,,,,,,,,,,,,,,55.0,,6-3,,,,,,,,,,,,,,,,,,,Patrick Scales,,,,,,,,,,ScalPa00,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,3.0,,,,,,,,,,,228,,,,,,,,,,,
Career,,,,,182.0,32.0,51,,1987-02-10,,,,,,,,,,,,,,,,,0.0,10.0,2.0,59.0,,143.0,77.0,5-10,,,9.0,1.0,,0.0,81.0,4.0,,,,40.0,25.0,,,,,,Orlando Scandrick,,,,76.0,,,,,,ScanOr99,,,,,,,,,,,,,,,,,,,,,,,13.5,,Career,406,,,,,,,,,,,196,,,,,,20.3,,,,59.0,42.0
Career,,,,,,3.0,11.0,,1980-12-23,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,,41.0,,6-2,,,,,,,,,,,,,,,,,,,Rich Scanlon,,,,,,,,,,ScanRi20,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,33.0,,,,,,,,,,,250,,,,,,,,,,0.0,
Career,,,,,,11.0,39,,1993-07-31,,,,,,,,,,,,,,,,,0.0,3.0,1.0,0.0,,45.0,18.0,6-4,,,1.0,0.0,,,,,,,,8.0,,,,,,,Brennan Scarlett,,,,5.0,,,,,,ScarBr00,,,,,,,,,,,,,,,,,,,,,,,5.5,,Career,69,,,,,,,,,,,263,,,,,,,,,,0.0,8.0
Career,,,,,,6.0,22,,1983-08-20,,,,,,,,,,,,,,,,,,,,,,40.0,10.0,6-4,,,,,,,,,,,,,,,,,,,Brian Schaefering,,,,,,,,,,SchaBr00,,,,,,,,,,,,,,,,,,,,,,,2.0,,Career,53,,,,,,,,,,,286,,,,,,,,,,,
Career,,,,,,1.0,2.0,,1990-06-10,,,,,,,,,,,,,,,,,,,,,,9.0,,6-0,,,,,,,,,,,,,,,,,,,J.K. Schaffer,,,,,,,,,,SchaJ.00,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,5.0,,,,,,,,,,,232,,,,,,,,,,,
Career,,6.48,7.2,,,81.0,0.0,3348,1981-06-25,,100.0,2148,,,,,,,,,,,11.0,,,46,0.0,14.0,-63.0,14.0,154.0,93.0,6-6,2.7,,,,91,,,,,,,,,80,,,0.0,23,Matt Schaub,,6.87,,,64.2,4.1,136,25467,7.6,SchaMa00,,,,,,47-46-0,89.5,0.0,-13.0,-0.1,-6.5,2.0,0.0,193,1.3,4,357,1.8,2.3,4,,,0.0,,Career,1.0,,,,2.0,180,,,195,,,245,344,1245,,11.9,165.4,,,,1.8,-63.0,
Career,,,,,3226.0,28.0,1.0,,1983-02-15,,60.7,,,,,,,,,,,,,,,4,0.0,2.0,0.0,,107.0,42.0,6-5,,,1.0,0.0,,0.0,7.0,2.0,,,,5.0,7.0,,,,72,5.0,Tony Scheffler,,,,1.0,,,,,,ScheTo00,,,,,,,,22,3207,30.0,12.4,258,2.4,3.0,0.0,0.0,7.0,2.3,0.1,22,,,0.0,,Career,3.0,,,,425,,,,261,,,255,3214,,,,,3.5,,,12.3,0.0,5.0
Career,,,,,,8.0,0.0,,1985-11-07,,59.5,,,,,,,,,,,,,,,1,0.0,1.0,0.0,,59.0,25.0,6-4,,,,,,,,,,,,,,,,,60,0.0,Chaz Schilens,,,,,,,,,,SchiCh00,,,,,,,,9,1191,20.2,11.9,100,1.7,1.0,0.0,0.0,-2.0,-2.0,0.0,9,,,0.0,,Career,4.0,,,,168,,,,101,,,225,1189,,,,,,,,11.8,0.0,
Career,,-8.0,-8.0,,,2.0,6.0,1.0,1986-05-22,,,1.0,,,,,,,,,,,0.0,,,,,,,0.0,37.0,,6-1,0.0,,,,0.0,,,,,,,,,0.0,,,,,Shann Schillinger,,-8.0,,,100.0,0.0,0.0,-8.0,-8.0,SchiSh99,,,,,,,79.2,,,,,,,,,,,,,,,,0.0,,Career,13.0,,,,,0.0,,,,,,199,,0.0,,-8.0,-0.2,,,,,,
Career,,,,,,7.0,0.0,,1990-10-27,0,,,,,,,,,,,,,,,,2.0,0.0,2.0,-15.0,,67.0,,5-11,,,,,,,,,,,,,,,67,,,16.0,Colton Schmidt,,,,,,,,,,SchmCo00,,,,,338,,,,,,,,,2.0,0.0,0.0,16.0,8.0,0.2,0.0,,,0.0,,Career,6.0,,,,,,14882,,2.0,,,224,16.0,,,,,,44.0,,8.0,-15.0,
Career,,,,,264.0,1.0,3,,1985-02-13,,68.0,,,,,,,,,,,,,,,0,0.0,1.0,0.0,,74.0,16.0,6-2,,,,,,0.0,18.0,2.0,,,,,18.0,,,,18,14.0,Owen Schmitt,,,,,,,,,,SchmOw00,,,,,,,,2,218,2.9,6.4,34,0.5,11.0,0.1,0.0,28.0,2.5,0.4,2,,,0.0,,Career,13,,,,50,,,,45,,,251,246,,,,,9.0,,,5.5,0.0,
Career,,,,,,0.0,,,1985-08-17,,,,,,100.0,2,2,66.7,3,2,,,,,,,,,,,1.0,,6-3,,,,,,,,,,,39,,,,,,,,Ricky Schmitt,,,,,,,,,,SchmRi00,,,,,,,,,,,,,,,,,,,,,,,,,Career,,,2,2,,,,,,1,,200,,,,,,,,,,,
Career,,,,,,12.0,5,,1977-08-04,,,,,,,,,,,,,,,,,,,,,,159.0,,6-1,,,,,,,,,,,,,,,,,,,Mike Schneck,,,,,,,,,,SchnMi20,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,15,,,,,,,,,,,234,,,,,,,,,,,
Career,,,,,,72.0,149,,1977-09-01,,,,,,,,,,,,,,,,,0.0,21.0,8.0,0.0,,133.0,128.0,6-4,,,3,1,,,,,,,,26,,,,,,,Aaron Schobel,,,,31,,,,,,SchoAa99,,,,,,,,,,,,,,,,,,,,,,,78.0,,Career,334,,,,,,,,,,,243,,,,,,,,,,0.0,32
Career,,,,,,2.0,,,1985-03-11,,79.4,,,,,,,,,,,,,,,1,0.0,1.0,0.0,,25.0,15.0,6-2,,,,,,,,,,,,,,,,,27,,Derek Schouman,,,,,,,,,,SchoDe00,,,,,,,,1,275,11.0,10.2,27,1.1,,,,,,,1,,,0.0,,Career,,,,,34.0,,,,27,,,247,275,,,,,,,,10.2,0.0,
Career,,,,,,27.0,156,,1993-11-06,,,,,,,,,,,,,,,,,0.0,7.0,3.0,73.0,,61.0,49.0,6-1,,,6,0,,,,,,,,20,,,,,,,Joe Schobert,,,,20,,,,,,SchoJo00,,,,,,,,,,,,,,,,,,,,,,,8.5,,Career,252,,,,,,,,,,,245,,,,,,,,,,73.0,32
Career,,,,,1287.0,12.0,1.0,,1978-11-04,,69.6,,,,,,,,,,,,,,,5,0.0,3.0,0.0,,99.0,24.0,6-5,,,,,,0.0,17.0,4.0,,,,,11.0,,,,76,,Matt Schobel,,,,,,,,,,SchoMa00,,,,,,,,12,1270,12.8,10.9,117,1.2,,,,,,,12,,,0.0,,Career,4.0,,,,168,,,,117,,,255,1270,,,,,4.3,,,10.9,0.0,
Career,,,,,,32.0,,,1990-11-15,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,,76.0,66.0,6-6,,,,,,,,,,,,,,,,,,,Michael Schofield,,,,,,,,,,SchoMi00,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,,,,,,,,,,,,301,,,,,,,,,,0.0,
Career,,,,,,1.0,0,,1986-01-03,,,,,,,,,,,,,,,,,,,,,,13.0,,6-0,,,,,,,,,,,,,,,,,,,Nick Schommer,,,,,,,,,,SchoNi99,,,,,,,,,,,,,,,,,,,,,,,0.0,1,Career,3,,,,,,,,,,,197,,,,,,,,,,,
Career,,,,,,18.0,24.0,,1987-04-03,,,,,,,,,,,,,,,,,0.0,5.0,1.0,0.0,,84.0,22.0,6-2,,,0.0,0.0,,,,,,,,0.0,,,,,,,O'Brien Schofield,,,,1.0,,,,,,SchoOB99,,,,,,,,,,,,,,,,,,,,,,,15.5,,Career,117.0,,,,,,,,,,,238,,,,,,,,,,0.0,0.0
Career,,,,,,44.0,,,1988-05-04,,,,,,,,,,,,,,,,,0.0,0.0,4.0,0.0,,88.0,73.0,6-7,,,,,,,,,,,,,,,,,,,Ryan Schraeder,,,,,,,,,,SchrRy00,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,,,,,,,,,,,,300,,,,,,,,,,0.0,
Career,,,,,127.0,1.0,0.0,,1996-07-11,,68.4,,,,,,,,,,,,,,,0,0.0,1.0,0.0,,27.0,7.0,6-5,,,,,,0.0,5.0,1.0,,,,,5.0,,,,17,,Dalton Schultz,,,,,,,,,,SchuDa00,,,,,,,,0,122,4.5,9.4,13,0.5,,,,,,,0,,,0.0,,Career,1.0,,,,19,,,,13,,,244,122,,,,,5.0,,,9.4,0.0,
Career,,,,,,3.0,,,1989-01-21,0.0,,,,,,,,,,,,,,,,,,,,,32.0,,5-10,,,,,,,,,,,,,,,65.0,,,,Jake Schum,,,,,,,,,,SchuJa00,,,,,112.0,,,,,,,,,,,,,,,,,,,,Career,,,,,,,4768.0,,,,,210,,,,,,,42.6,,,,
Career,,,,,,15.0,,,1991-03-22,,100.0,,,,,,,,,,,,,,,1,0.0,2.0,2.0,,60.0,30.0,6-3,,,,,,,,,,,,,,,,,6,,Brian Schwenke,,,,,,,,,,SchwBr00,,,,,,,,0,6,0.1,6.0,1,0.0,,,,,,,0,,,0.0,,Career,,,,,1.0,,,,1,,,310,6,,,,,,,,6.0,2.0,
Career,,,,,16,18.0,,,1986-07-11,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,74.0,39.0,6-6,,,,,,0.0,16.0,1.0,,,,,16.0,,,,,,Geoff Schwartz,,,,,,,,,,SchwGe20,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,,,,,,,,,,,,332,,,,,,16.0,,,,0.0,
Career,,,,,,84.0,,,1989-06-08,,,,,,,,,,,,,,,,,0.0,0.0,3.0,0.0,,128.0,128.0,6-5,,,,,,,,,,,,,,,,,,,Mitchell Schwartz,,,,,,,,,,SchwMi00,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,,,,,,,,,,,,320,,,,,,,,,,0.0,
Career,,,,,,16.0,59,,1981-06-21,,,,,,,,,,,,,,,,,0.0,2.0,4.0,3.0,,69.0,42.0,6-3,,,4,0,,,,,,,,33,,,,,,,Stuart Schweigert,,,,21,,,,,,SchwSt20,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,266,,,,,,,,,,,213,,,,,,,,,,3.0,45
Career,,,,,,20.0,,,1993-09-11,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,,46.0,36.0,6-5,,,,,,,,,,,,,,,,,,,Wes Schweitzer,,,,,,,,,,SchwWe00,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,,,,,,,,,,,,314,,,,,,,,,,0.0,
Career,,-5.67,-5.7,,,30.0,0.0,3.0,1980-10-08,10.0,,1.0,,,100.0,3.0,3.0,100.0,1.0,1.0,,,,1.0,1.0,5.0,0.0,5.0,0.0,,195.0,,6-2,33.3,,,,1.0,,,,,,40.0,,,28.0,72.0,,,0.0,Mike Scifres,,9.33,,,33.3,0.0,0.0,28.0,9.3,ScifMi20,,,,,756.0,,29.2,,,,,,,1.0,0.0,0.0,-7.0,-7.0,0.0,0.0,,,0.0,,Career,10.0,,,,,0.0,34152.0,,1.0,,,215,-7.0,0.0,,28.0,0.1,,45.2,,-7.0,0.0,
Career,,,,,,82.0,209,,1980-08-18,,,,,,,,,,,,,,,,,0.0,6.0,7.0,58.0,,172.0,118.0,6-2,,,4.0,0.0,,,,,,,,24.0,,,,,,,Bart Scott,,,,27.0,,,,,,ScotBa20,,,,,,,,,,,,,,,,,,,,,,,25.0,,Career,538,,,,,,,,,,,242,,,,,,,,,,58.0,42.0
Career,,0.0,0.0,,3011.0,9.0,0.0,1.0,1984-02-10,,77.5,0.0,,,,,,,,,,,,,,3,0.0,0.0,0.0,,49.0,3.0,5-10,0.0,,,,0.0,1.0,1787.0,73.0,,,,,96.0,0.0,,,25.0,61,Bernard Scott,,0.0,,,0.0,0.0,0.0,0.0,0.0,ScotBe00,,,,,,,39.6,0.0,175.0,3.6,5.6,31.0,0.6,259,5.3,4,1049,4.1,21.4,4,,,0.0,,Career,3.0,,,,40.0,0.0,,,290,,,200,1224,0.0,,,0.0,24.5,,,4.2,0.0,
Career,,,,,817,3.0,,,1995-04-27,,92.3,,,,,,,,,,,,,,,4,0.0,1.0,0.0,,13.0,2.0,5-6,,,,,,0,325,14,,,,,35,,,13.0,39.0,25,Boston Scott,,,,,,,,,,ScotBo02,,0.0,43.0,6.0,,,,0.0,204.0,15.7,8.5,24.0,1.8,61,4.7,5,245,4.0,18.8,5,,,0.0,,Career,,,,,26.0,,,,85,,,203,449,,,,,23.2,,7.2,5.3,0.0,
Career,,,,,202.0,35.0,122,,1981-04-13,,,,,,,,,,,,,,,,,1,10,9,26,,143.0,62.0,6-1,,,11.0,2.0,,,,,,,,43.0,,,,0.0,,,Bryan Scott,,,,44.0,,,,,,ScotBr20,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,10.5,,Career,477,,,,,,,,,,,220,,,,,,,,0.0,,26,176.0
Career,,,,,554.0,1.0,0.0,,1988-05-02,,61.9,,,,,,,,,,,,,,,1,0.0,0.0,0.0,,20.0,1.0,5-11,,,,,,0.0,341.0,14.0,,,,,38.0,,,,23.0,16,Da'Rel Scott,,,,,,,,,,ScotDa01,,,,,,,,1.0,115.0,5.8,8.8,13.0,0.7,31,1.6,0,98,3.2,4.9,1,,,0.0,,Career,2.0,,,,21.0,,,,44,,,205,213,,,,,24.4,,,4.8,0.0,
Career,,,,,169,0.0,,,1995-08-08,,66.7,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,8.0,2.0,6-0,,,,,,0.0,110.0,4.0,,,,,35.0,,,12.0,11.0,5.0,Da'Mari Scott,,,,,,,,,,ScotDa02,,0.0,32.0,6.0,,,,0.0,22.0,2.8,11.0,2.0,0.3,1.0,0.1,0.0,5.0,5.0,0.6,0.0,,,0.0,,Career,,,,,3.0,,,,3.0,,,205,27.0,,,,,27.5,,5.3,9.0,0.0,
Career,,,,,,15.0,54,,1981-10-25,,,,,,,,,,,,,,,,,0.0,1.0,3.0,1.0,,57.0,28.0,6-3,,,0.0,0.0,,,,,,,,0.0,,,,,,,Darrion Scott,,,,6.0,,,,,,ScotDa20,,,,,,,,,,,,,,,,,,,,,,,9.5,,Career,80,,,,,,,,,,,310,,,,,,,,,,1.0,0.0
Career,,,,,,5.0,11,,1986-03-15,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,33.0,5.0,6-3,,,,,,,,,,,,,,,,,,,Darell Scott,,,,,,,,,,ScotDo99,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,43,,,,,,,,,,,310,,,,,,,,,,0.0,
Career,,,,,,23.0,30.0,,1981-11-08,,,,,,,,,,,,,,,,,0.0,1.0,2.0,9.0,,65.0,40.0,6-3,,,1.0,0.0,,,,,,,,3.0,,,,,,,Ian Scott,,,,16.0,,,,,,ScotIa20,,,,,,,,,,,,,,,,,,,,,,,3.0,,Career,90.0,,,,,,,,,,,302,,,,,,,,,,9.0,3.0
Career,,0.0,0.0,,,4.0,0.0,1.0,1996-10-30,1,,0.0,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,32.0,,6-6,0.0,,,,0.0,,,,,,,,,0.0,67,,,,JK Scott,,0.0,,,0.0,0.0,0.0,0.0,0.0,ScotJK00,,,,,148,,39.6,,,,,,,,,,,,,,,,0.0,,Career,2.0,,,,,0.0,6562,,,,,208,,0.0,,,0.0,,44.3,,,0.0,
Career,,,,,,69.0,0.0,,1981-04-16,,,,,,,,,,,,,,,,,0.0,0.0,4.0,0.0,,131.0,128.0,6-5,,,,,,,,,,,,,,,,,,,Jake Scott,,,,,,,,,,ScotJa21,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,1.0,,,,,,,,,,,292,,,,,,,,,,0.0,
Career,,,,,,20.0,,,1983-01-10,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,,71.0,35.0,6-6,,,,,,,,,,,,,,,,,,,Jonathan Scott,,,,,,,,,,ScotJo22,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,,,,,,,,,,,,318,,,,,,,,,,0.0,
Career,,,,,,0.0,0,,1995-09-30,,,,,,,,,,,,,,,,,,,,,,6.0,,6-3,,,,,,,,,,,,,,,,,,,Niles Scott,,,,,,,,,,ScotNi00,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,4,,,,,,,,,,,320,,,,,,,,,,,
Career,,,,,,7.0,,,1994-01-25,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,25.0,10.0,6-5,,,,,,,,,,,,,,,,,,,Trenton Scott,,,,,,,,,,ScotTr01,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,,,,,,,,,,,,320,,,,,,,,,,0.0,
Career,,,,,,13.0,29,,1984-08-30,,,,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,,85.0,18.0,6-5,,,0.0,0.0,,,,,,,,0.0,,,,,,,Trevor Scott,,,,1.0,,,,,,ScotTr99,,,,,,,,,,,,,,,,,,,,,,,16.5,,Career,87,,,,,,,,,,,256,,,,,,,,,,0.0,0.0
Career,,,,,,1.0,2.0,,1990-08-17,,,,,,,,,,,,,,,,,,,,,,18.0,,6-3,,,0.0,0.0,,,,,,,,0.0,,,,,,,Greg Scruggs,,,,1.0,,,,,,ScruGr00,,,,,,,,,,,,,,,,,,,,,,,3.0,,Career,9.0,,,,,,,,,,,284,,,,,,,,,,,0.0
Career,,,,,,5.0,1.0,,1995-03-15,,50.4,,,,,,,,,,,,,,,1,0.0,1.0,0.0,,39.0,9.0,6-5,,,,,,,,,,,,,,,,,59,,Ricky Seals-Jones,,,,,,,,,,SealRi00,,,,,,,,8,773,19.8,12.9,60,1.5,,,,,,,8,,,0.0,,Career,2.0,,,,119,,,,60,,,243,773,,,,,,,,12.9,0.0,
Career,,,,,,15.0,,,1984-10-25,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,31.0,31.0,6-3,,,,,,,,,,,,,,,,,,,Arron Sears,,,,,,,,,,SearAr20,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,,,,,,,,,,,,319,,,,,,,,,,0.0,
Career,,,,,,28.0,95,,1988-11-16,,,,,,,,,,,,,,,,,0.0,3.0,4.0,74.0,,109.0,58.0,5-11,,,8.0,1.0,,,,,,,,32.0,,,,,,,Da'Norris Searcy,,,,25.0,,,,,,SearDa00,,,,,,,,,,,,,,,,,,,,,,,4.5,,Career,240,,,,,,,,,,,205,,,,,,,,,,74.0,115.0
Career,,,,,,187.0,325.0,,1969-01-19,,50.0,,,,,,,,,,,,,,,1.0,11.0,18.0,66.0,,268.0,243.0,6-3,,,18.0,0.0,,,,,,,,42.0,,,,,6.0,,Junior Seau,,,,43.0,,,,,,SeauJu00,,,,,,,,0.0,8.0,0.0,4.0,2.0,0.0,,,,,,,0.0,,,56.5,,Career,1077.0,,,,4.0,,,,2.0,,,250,8.0,,,,,,,,4.0,66.0,238.0
Career,,,,,,10.0,,,1992-09-29,,61.1,,,,,,,,,,,,,,,2,,,,,43.0,29.0,6-5,,,,,,,,,,,,,,,,,43,,Austin Seferian-Jenkins,,,,,,,,,,SefeAu00,,,,,,,,11,1160,27.0,10.0,116,2.7,,,,,,,11,,,,,Career,,,,,190,,,,116,,,262,1160,,,,,,,,10.0,,
Career,,,,,,1.0,0,,1990-05-22,,,,,,,,,,,,,,,,,,,,,,13.0,,6-1,,,,,,,,,,,,,,,,,,,Mohammed Seisay,,,,,,,,,,SeisMo00,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,5,,,,,,,,,,,202,,,,,,,,,,,
Career,,,,,1726.0,10.0,19.0,,1975-07-21,,65.1,,,,,,,,,,,,,,,5.0,1.0,3.0,0.0,,174.0,62.0,6-3,,,,,,0.0,473.0,34.0,,,,,22.0,,,,47.0,15.0,Mike Sellers,,,,,,,,,,SellMi00,,,,,,,,18.0,1095.0,6.3,8.9,123.0,0.7,50.0,0.3,3.0,158.0,3.2,0.9,21.0,,,0.0,,Career,96.0,,,,189.0,,,,173.0,,,272,1253.0,,,,,13.9,,,7.2,0.0,
Career,,,,,2.0,18.0,42,,1987-03-06,,,,,,,,,,,,,,,,,0.0,2.0,5.0,2.0,,80.0,32.0,6-4,,,0.0,0.0,,0.0,0.0,1.0,,,,0.0,0.0,,,,,,George Selvie,,,,2.0,,,,,,SelvGe99,,,,,,,,,,,,,,,,,,,,,,,14.0,,Career,101,,,,,,,,,,,247,,,,,,0.0,,,,2.0,0.0
Career,,,,,,2.0,15.0,,1994-07-22,,,,,,,,,,,,,,,,,,,,,,17.0,2.0,6-1,,,,,,,,,,,,,,,,,,,Deadrin Senat,,,,,,,,,,SenaDe00,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,15.0,,,,,,,,,,,305,,,,,,,,,,,
Career,,,,,,26.0,122,,1987-09-09,,,,,,,,,,,,,,,,,1.0,1.0,3.0,33.0,,110.0,61.0,6-1,,,9.0,0.0,,,,,,,,36.0,,,,,,48.0,Andrew Sendejo,,,,21.0,,,,,,SendAn00,,,,,,,,,,,,,,1.0,0.0,0.0,48.0,48.0,0.4,0.0,,,2.0,,Career,288,,,,,,,,1.0,,,210,48.0,,,,,,,,48.0,33.0,134.0
Career,,,,,,55.0,,,1984-03-16,,,,,,,,,,,,,,,,,4.0,0.0,7.0,-10.0,,136.0,124.0,6-3,,,,,,,,,,,,,,,,,,,Lyle Sendlein,,,,,,,,,,SendLy20,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,,,,,,,,,,,,299,,,,,,,,,,-10.0,
Career,,,,,,8.0,47,,1984-06-11,,,,,,,,,,,,,,,,,0.0,3.0,0.0,0.0,,83.0,,5-11,,,1.0,0.0,,,,,,,,21.0,,,,,,5.0,Jordan Senn,,,,2.0,,,,,,SennJo00,,,,,,,,,,,,,,1.0,0.0,0.0,5.0,5.0,0.1,0.0,,,0.0,,Career,90,,,,,,,,1.0,,,224,5.0,,,,,,,,5.0,0.0,21.0
Career,,,,,,22.0,52,,1988-11-15,,,,,,,,,,,,,,,,,0.0,2.0,3.0,0.0,,107.0,45.0,5-11,,,3.0,1.0,,,,,,,,32.0,,,,,,,Coty Sensabaugh,,,,32.0,,,,,,SensCo00,,,,,,,,,,,,,,,,,,,,,,,1.0,,Career,220,,,,,,,,,,,187,,,,,,,,,,0.0,74.0
